Delivery Date;"NatGas - TTF
(€/MWh)";"Thermal Coal - API2
($/t)";Carbon (€/t);EUR/USD
07/04/2017;15,98;76,73;5,06;1,0642
08/04/2017;15,6;76;4,89;1,0588
11/04/2017;15,6;75,26;4,79;1,0593
12/04/2017;15,65;73,7;4,87;1,0602
13/04/2017;15,73;73,1;4,93;1,0664
14/04/2017;15,7;73,53;4,95;1,0612
15/04/2017;15,7;74,15;4,95;1,0609
18/04/2017;15,97;74,15;4,95;1,064
19/04/2017;16,4;73,5;4,86;1,0732
20/04/2017;16,25;74;4,83;1,0709
21/04/2017;16,1;74,54;4,75;1,0714
22/04/2017;16,58;74,5;4,57;1,0726
25/04/2017;16,27;73,75;4,64;1,0867
26/04/2017;16,08;73,2;4,5;1,0925
27/04/2017;16,4;73,78;4,61;1,0903
28/04/2017;16,15;74,15;4,55;1,0872
29/04/2017;16,55;74,63;4,57;1,0895
02/05/2017;16,72;74,35;4,57;1,0898
03/05/2017;16,7;73,5;4,45;1,0927
04/05/2017;16,6;73,63;4,4;1,0882
05/05/2017;16,1;72,75;4,52;1,0984
06/05/2017;16;72,6;4,58;1,0995
09/05/2017;15,82;71,65;4,42;1,0922
10/05/2017;15,85;70,85;4,52;1,0872
11/05/2017;15,95;71,9;4,45;1,0866
12/05/2017;15,3;71,53;4,35;1,0861
13/05/2017;15,58;71,75;4,46;1,0928
16/05/2017;15,48;72,03;4,39;1,0973
17/05/2017;15,57;72,75;4,54;1,1082
18/05/2017;15,5;74;4,58;1,1158
19/05/2017;15,6;74,3;4,76;1,1101
20/05/2017;15,3;76,2;4,85;1,1204
23/05/2017;15,25;75,3;4,91;1,1236
24/05/2017;15,55;76,7;4,75;1,1182
25/05/2017;15,2;76,5;4,91;1,1217
26/05/2017;15;76,48;4,98;1,1209
27/05/2017;15,1;76,08;5,19;1,1182
30/05/2017;15,34;76,62;5,17;1,1164
31/05/2017;15,58;77,7;5,14;1,1183
01/06/2017;15,3;77,15;4,98;1,1241
02/06/2017;15,07;75,95;5,08;1,1211
03/06/2017;14,65;77,08;5,16;1,128
06/06/2017;15,05;77,9;5,17;1,1252
07/06/2017;14,85;77,55;4,97;1,1275
08/06/2017;14,98;77,4;4,88;1,1255
09/06/2017;15,08;77,85;5,05;1,1212
10/06/2017;15,07;78,68;5,04;1,1192
13/06/2017;15,13;78,13;4,92;1,12
14/06/2017;15,18;77,9;5,01;1,1214
15/06/2017;15,1;77,35;4,94;1,1217
16/06/2017;14,7;77,65;4,96;1,1143
17/06/2017;15,18;78,18;4,88;1,1197
20/06/2017;15,38;78,75;4,93;1,1148
21/06/2017;15,38;79,6;4,95;1,1134
22/06/2017;15,38;79,01;4,88;1,1166
23/06/2017;15,23;78,7;4,86;1,115
24/06/2017;15,07;78,73;4,87;1,1192
27/06/2017;15,4;79,3;4,78;1,1179
28/06/2017;15,32;78,98;4,94;1,1337
29/06/2017;15,43;80;4,94;1,1376
30/06/2017;14,98;79,5;5,07;1,144
01/07/2017;15,35;80,15;5,03;1,1423
04/07/2017;15,8;80;5,14;1,136
05/07/2017;15,35;80,24;5,12;1,1342
06/07/2017;15,35;81,9;5,04;1,1352
07/07/2017;15,13;84;5,24;1,1422
08/07/2017;15,02;83,5;5,34;1,14
11/07/2017;15,03;83;5,4;1,1399
12/07/2017;14,7;82,7;5,33;1,1465
13/07/2017;14,75;82,43;5,48;1,141
14/07/2017;15,05;81,85;5,36;1,1395
15/07/2017;15;81,4;5,42;1,1467
18/07/2017;14,9;81,88;5,44;1,1478
19/07/2017;14,98;83,08;5,46;1,1552
20/07/2017;15,03;82;5,39;1,1514
21/07/2017;15,3;82,5;5,3;1,1629
22/07/2017;15,07;82,89;5,09;1,1661
25/07/2017;14,95;81,75;5,14;1,1638
26/07/2017;15,1;82,3;5,16;1,1651
27/07/2017;15,4;82,63;5,25;1,1732
28/07/2017;15,05;81,85;5,14;1,1676
29/07/2017;15;81,85;5,18;1,175
01/08/2017;15,05;83,38;5,23;1,184
02/08/2017;14,75;82,58;5,3;1,1801
03/08/2017;14,93;81,45;5,43;1,1854
04/08/2017;15,13;81,76;5,43;1,1868
05/08/2017;15,18;83,28;5,35;1,1768
08/08/2017;15,55;83,6;5,27;1,1793
09/08/2017;15,48;83,45;5,27;1,1749
10/08/2017;15,88;83,75;5,37;1,1757
11/08/2017;16,15;84,5;5,37;1,177
12/08/2017;16,2;84,5;5,39;1,182
15/08/2017;15,83;86;5,52;1,1778
16/08/2017;15,8;85,13;5,53;1,1733
17/08/2017;16,2;85,13;5,8;1,1768
18/08/2017;16,1;85,13;5,81;1,1723
19/08/2017;16,4;85,13;5,82;1,176
22/08/2017;16,3;85,13;5,75;1,1814
23/08/2017;16,25;86,4;5,78;1,176
24/08/2017;16,58;86,76;5,95;1,1805
25/08/2017;16,3;87,1;5,95;1,1797
26/08/2017;16,45;88,5;6,09;1,1924
29/08/2017;16,77;88,5;6,1;1,1977
30/08/2017;16,45;89,5;6,04;1,1972
31/08/2017;16,83;89;6,03;1,1881
01/09/2017;16,33;87,63;5,94;1,1908
02/09/2017;16,48;86,7;5,83;1,1857
05/09/2017;16,52;86,75;5,92;1,1895
06/09/2017;16,95;87,63;6,5;1,1912
07/09/2017;17;88,53;6,7;1,1915
08/09/2017;16,7;88,5;6,9;1,2021
09/09/2017;17,05;88,85;7,07;1,2033
12/09/2017;17,23;90,3;6,88;1,1951
13/09/2017;17,25;90,08;6,87;1,1965
14/09/2017;17,68;90,95;7,1;1,1885
15/09/2017;17,98;93,38;7,1;1,1918
16/09/2017;17,8;93,4;6,95;1,1941
19/09/2017;18;92,7;6,73;1,1952
20/09/2017;17,58;92,9;7,03;1,1992
21/09/2017;17,5;94;6,91;1,1891
22/09/2017;17,23;92,25;6,56;1,1939
23/09/2017;17,23;91,95;6,65;1,1952
26/09/2017;17,88;92,5;7,28;1,1846
27/09/2017;17,7;91,88;6,98;1,1791
28/09/2017;17,5;90,98;6,93;1,1743
29/09/2017;17,7;90,49;6,96;1,1784
30/09/2017;16,4;89,8;7,07;1,1812
03/10/2017;16,53;89,25;6,94;1,173
04/10/2017;17,4;90,5;7;1,1742
05/10/2017;17,48;91,5;6,9;1,1759
06/10/2017;17,9;90,75;6,89;1,171
07/10/2017;17,73;89,35;7;1,1733
10/10/2017;17,9;89,25;6,96;1,1739
11/10/2017;17,63;90;7,39;1,1806
12/10/2017;17,2;89,75;7,38;1,1857
13/10/2017;16,98;90,5;7,41;1,1829
14/10/2017;16,55;91;7,32;1,1822
17/10/2017;16,15;92,4;7,36;1,1795
18/10/2017;16,85;93,25;7,42;1,1766
19/10/2017;16,83;93,75;7,81;1,1787
20/10/2017;16,45;93,4;7,65;1,185
21/10/2017;16,35;92,3;7,57;1,1783
24/10/2017;16,88;91;7,44;1,1747
25/10/2017;16,58;91,25;7,47;1,1759
26/10/2017;16,98;92,3;7,4;1,1812
27/10/2017;17,05;92,18;7,2;1,165
28/10/2017;17,08;92,25;7,17;1,1608
31/10/2017;17,88;92,9;7,14;1,1649
01/11/2017;17,9;92,9;7,37;1,1644
02/11/2017;18,38;94,63;7,51;1,1617
03/11/2017;18,1;94,63;7,66;1,1656
04/11/2017;18,3;93,15;7,88;1,1607
07/11/2017;18,93;93,95;7,92;1,1609
08/11/2017;19,25;93,05;7,75;1,1585
09/11/2017;19,3;93,53;7,72;1,1593
10/11/2017;19,33;93,5;7,55;1,164
11/11/2017;19,85;92,75;7,4;1,1663
14/11/2017;19,98;93,5;7,35;1,1665
15/11/2017;19,33;92,7;7,39;1,1796
16/11/2017;19,02;91;7,69;1,1791
17/11/2017;19,17;90,75;7,5;1,1769
18/11/2017;19,05;91,1;7,48;1,1793
21/11/2017;19,52;90,5;7,44;1,1732
22/11/2017;19,65;91;7,39;1,1737
23/11/2017;19,6;90,9;7,37;1,182
24/11/2017;20,25;90,9;7,66;1,185
25/11/2017;20,5;90,8;7,77;1,193
28/11/2017;20,9;91,65;7,7;1,1896
29/11/2017;20,65;92;7,59;1,1839
30/11/2017;20,8;92,5;7,7;1,1847
01/12/2017;20,7;93;7,53;1,1902
02/12/2017;20,85;90,5;7,68;1,1889
05/12/2017;21,55;91,85;7,55;1,1864
06/12/2017;21,4;91,75;7,43;1,1824
07/12/2017;21,15;91,65;7,27;1,1795
08/12/2017;21,4;91,65;7,35;1,1771
09/12/2017;21;93,13;7,14;1,1764
12/12/2017;21,77;94,23;7,2;1,1768
13/12/2017;22,17;96,13;7,14;1,174
14/12/2017;21,5;95,88;7,07;1,1825
15/12/2017;21,6;94,25;7,09;1,1777
16/12/2017;21,53;95,56;7,18;1,1752
19/12/2017;21,2;95,9;7,39;1,1781
20/12/2017;20,17;95,2;7,54;1,1838
21/12/2017;20,38;95,25;7,81;1,1869
22/12/2017;20,2;95,33;8,02;1,1873
23/12/2017;20;95,31;8,19;1,1857
26/12/2017;19,9;95,28;8,19;1,1868
27/12/2017;19,85;95,28;8,19;1,1858
28/12/2017;19,95;95,4;8,17;1,1886
29/12/2017;19,78;95,68;8,21;1,1941
30/12/2017;19,35;96,03;8,18;1,1996
02/01/2018;19,55;94,77;8,18;1,2008
03/01/2018;19,15;95,4;7,81;1,2057
04/01/2018;19,05;95,4;7,83;1,2012
05/01/2018;19,1;94,45;7,77;1,2067
06/01/2018;18,77;94,45;7,78;1,2028
09/01/2018;18,95;95,23;7,66;1,1965
10/01/2018;19,42;94,75;7,78;1,1935
11/01/2018;19,43;94,4;7,89;1,1945
12/01/2018;19,27;94,1;7,82;1,2031
13/01/2018;19,6;94,25;7,86;1,2185
16/01/2018;19;93,65;7,8;1,2261
17/01/2018;18,8;94,4;8,05;1,2259
18/01/2018;18,42;93,3;8,18;1,2184
19/01/2018;18,73;92,5;8,49;1,2237
20/01/2018;18,3;92,75;8,76;1,222
23/01/2018;18,5;93;8,75;1,226
24/01/2018;18;92,85;9,01;1,2297
25/01/2018;17,85;92,25;9,46;1,2406
26/01/2018;17,83;92,4;9,24;1,2395
27/01/2018;17,4;92,4;9,09;1,2419
30/01/2018;17,45;92,3;9;1,2381
31/01/2018;17,4;92,3;8,88;1,24
01/02/2018;17,83;89,75;9,28;1,242
02/02/2018;18,1;87,4;9,27;1,2508
03/02/2018;18,27;87,3;8,96;1,246
06/02/2018;17,75;85,9;9,07;1,2367
07/02/2018;17,98;84,1;8,8;1,2376
08/02/2018;18,35;84,3;8,99;1,2262
09/02/2018;17,98;81,5;9,12;1,2245
10/02/2018;17,95;80,1;9,23;1,2233
13/02/2018;18,05;80,25;9,48;1,2291
14/02/2018;18,43;82,95;9,9;1,235
15/02/2018;18,23;83,5;9,6;1,2448
16/02/2018;17,98;83,5;9,54;1,2505
17/02/2018;18,23;82,6;9,52;1,2404
20/02/2018;19,6;84,58;9,88;1,2407
21/02/2018;21,13;85,9;9,72;1,2336
22/02/2018;22,05;85,8;9,56;1,2282
23/02/2018;22;87,25;9,72;1,2329
24/02/2018;26,6;88;9,81;1,2293
27/02/2018;25,4;84,03;9,63;1,2316
28/02/2018;34,4;81,7;10,15;1,2231
01/03/2018;45,1;81,25;10,1;1,2193
02/03/2018;76;80;9,99;1,2267
03/03/2018;28,5;79,8;10,14;1,2317
06/03/2018;20,3;79,65;10,36;1,2335
07/03/2018;19,6;82;10,47;1,2402
08/03/2018;18,8;82,1;10,64;1,2412
09/03/2018;19,4;82,1;11,12;1,231
10/03/2018;19,95;82,24;11,12;1,2305
13/03/2018;26,35;82,13;11,08;1,2332
14/03/2018;25;81,25;11,4;1,2389
15/03/2018;22,65;80,7;11,18;1,2365
16/03/2018;24,3;80,7;11,19;1,2304
17/03/2018;20,2;80,65;11,17;1,2287
20/03/2018;20,65;79;11,06;1,2333
21/03/2018;21,42;80,4;11,55;1,224
22/03/2018;21,8;80,25;12,65;1,2336
23/03/2018;20,65;80,3;12,34;1,23
24/03/2018;19,6;78,75;12,61;1,2351
27/03/2018;18,4;78,23;12,99;1,2442
28/03/2018;18,63;78,43;13,68;1,2401
29/03/2018;18,5;77,9;12,99;1,2307
30/03/2018;19,5;78,09;13,28;1,2301
31/03/2018;19,5;78,21;13,28;1,2321
03/04/2018;19,77;78,21;13,28;1,23
04/04/2018;18,65;78,21;13,3;1,2269
05/04/2018;19,1;80,43;13,06;1,2277
06/04/2018;19,08;81;12,64;1,2238
07/04/2018;18,83;81;12,99;1,2281
10/04/2018;19;82,75;13,33;1,2319
11/04/2018;20,2;82,9;13,38;1,2354
12/04/2018;19,53;83,13;13,43;1,2365
13/04/2018;20,77;83,13;13,59;1,2325
14/04/2018;20,2;84,3;13,94;1,2329
17/04/2018;19,3;83,95;14;1,2378
18/04/2018;19;82,25;13,74;1,237
19/04/2018;19,15;82,35;13,89;1,2372
20/04/2018;19,92;83,5;13,46;1,2344
21/04/2018;19,63;84,2;13,05;1,2286
24/04/2018;19,8;84;12,89;1,2207
25/04/2018;19,68;83,73;13,23;1,223
26/04/2018;19,88;83,86;13,26;1,2159
27/04/2018;20,13;84,35;13,49;1,2101
28/04/2018;20,15;84,25;13,56;1,2128
01/05/2018;20,78;85;13,59;1,2077
02/05/2018;20,15;87;13,39;1,1993
03/05/2018;20,38;86,5;13,06;1,195
04/05/2018;19,98;86,5;12,96;1,1987
05/05/2018;20,42;86,4;13,02;1,1958
08/05/2018;20,42;86,4;13,62;1,192
09/05/2018;20,7;87,5;13,6;1,1862
10/05/2018;20,6;88,8;14;1,185
11/05/2018;20,9;88,8;14,61;1,1913
12/05/2018;21,25;91,3;14,63;1,1942
15/05/2018;21,53;91,85;14,64;1,1925
16/05/2018;21,38;91,85;14,32;1,1837
17/05/2018;21,75;92,75;15,18;1,1807
18/05/2018;22,3;93,8;15,3;1,1793
19/05/2018;22,08;93,8;15,25;1,1775
22/05/2018;22,23;93;15,56;1,179
23/05/2018;22,8;93,5;15,95;1,1778
24/05/2018;22,8;91,9;16,01;1,1696
25/05/2018;22,7;92,1;16,29;1,1719
26/05/2018;21,8;91,5;16;1,165
29/05/2018;21,8;91,5;16,31;1,1622
30/05/2018;22,6;93,25;16,3;1,1538
31/05/2018;22,75;93,25;15,84;1,1661
01/06/2018;22,45;95,9;14,91;1,169
02/06/2018;21,85;94,7;15,29;1,166
05/06/2018;22,15;96,1;16,13;1,1698
06/06/2018;21,85;95,75;15,77;1,1717
07/06/2018;21,6;94,48;15,93;1,1773
08/06/2018;21,75;95,25;16;1,1797
09/06/2018;21,7;95,5;15,82;1,1766
12/06/2018;21,6;96,5;15,49;1,1782
13/06/2018;21,93;97;15,15;1,1743
14/06/2018;22,48;97;15,31;1,1789
15/06/2018;22,77;97;14,91;1,1567
16/06/2018;21,88;97,33;14,53;1,1607
19/06/2018;22,55;97,7;14,6;1,1622
20/06/2018;22,13;98,4;14,24;1,1588
21/06/2018;21,88;98,4;14,5;1,157
22/06/2018;21,7;95,83;14,81;1,1601
23/06/2018;21,8;94,25;15,12;1,1655
26/06/2018;21,6;95;15,03;1,1702
27/06/2018;21,63;95;15,03;1,1645
28/06/2018;22,15;96,9;15,26;1,1552
29/06/2018;21,9;96,9;15;1,1567
30/06/2018;21,58;97,75;14,99;1,1683
03/07/2018;22,13;98,3;15,07;1,1639
04/07/2018;22,25;97;15,1;1,1655
05/07/2018;22,35;97;15,52;1,1654
06/07/2018;22,35;99,25;15,68;1,1689
07/07/2018;22,23;99,25;15,7;1,1745
10/07/2018;22,63;101;16;1,1749
11/07/2018;22,78;101;16,05;1,1742
12/07/2018;22,52;101,75;16,32;1,1672
13/07/2018;22,1;101,75;16,09;1,1671
14/07/2018;22,48;99,03;16,06;1,1685
17/07/2018;22,05;99,5;15,93;1,1709
18/07/2018;21,95;100;16,08;1,1659
19/07/2018;22,2;100;16,41;1,1638
20/07/2018;22,23;100;16,86;1,1641
21/07/2018;21,95;98,5;17,07;1,1718
24/07/2018;22,23;97,4;17,39;1,169
25/07/2018;22,15;96,75;17,1;1,1684
26/07/2018;22,23;96,75;17,34;1,1728
27/07/2018;22,27;95,5;17,29;1,1641
28/07/2018;22,15;95;17,12;1,1656
31/07/2018;22,3;94,93;17,05;1,1704
01/08/2018;22,05;95,3;17,4;1,1691
02/08/2018;22,13;93,48;17,78;1,1658
03/08/2018;22,15;93,5;17,64;1,1582
04/08/2018;22,18;94,55;17,68;1,1567
07/08/2018;22,48;94;17,57;1,1553
08/08/2018;22,73;96,5;17,51;1,1597
09/08/2018;22,63;97,1;17,4;1,161
10/08/2018;22,67;95,75;17,6;1,1526
11/08/2018;23,1;96,43;17,89;1,141
14/08/2018;23,6;97,4;18,06;1,1408
15/08/2018;23,55;99,25;18,16;1,1342
16/08/2018;23,4;99,25;18,09;1,1343
17/08/2018;23,63;98;17,99;1,1375
18/08/2018;24,1;99,35;18,14;1,1437
21/08/2018;24,17;99,25;18,49;1,1479
22/08/2018;24,2;98,8;19,31;1,1569
23/08/2018;24,63;97,75;19,8;1,1596
24/08/2018;24,85;95,75;20,38;1,1537
25/08/2018;25,15;95,75;20,69;1,1621
28/08/2018;25,15;95,75;21,3;1,1677
29/08/2018;25,75;100;20,69;1,1693
30/08/2018;26,3;100;21,06;1,1706
31/08/2018;26,25;100,2;21,16;1,167
01/09/2018;25,9;98,35;21,09;1,1599
04/09/2018;26,35;99,25;20,17;1,1623
05/09/2018;26,95;100,08;20,18;1,1581
06/09/2018;27,2;101,7;20,37;1,1629
07/09/2018;27,45;100,5;21,47;1,1621
08/09/2018;28,2;100,5;23,22;1,1551
11/09/2018;29,18;99,6;25,23;1,1592
12/09/2018;28,7;100,55;24,18;1,1605
13/09/2018;27,6;100,5;22,95;1,1624
14/09/2018;26,55;100,5;18,9;1,1688
15/09/2018;27,25;100,05;19,97;1,1628
18/09/2018;27,55;99,5;20,94;1,1683
19/09/2018;27,4;99,5;20,23;1,1665
20/09/2018;28,25;100,2;21,47;1,1672
21/09/2018;28,23;100,2;22,03;1,1775
22/09/2018;28,52;99,93;22,13;1,1749
25/09/2018;29,48;101,18;22,43;1,1746
26/09/2018;29,33;102,4;21,25;1,1771
27/09/2018;28,05;102,4;20,24;1,1738
28/09/2018;27,5;100,6;20,83;1,1639
29/09/2018;27;100,5;21,21;1,1608
02/10/2018;27,2;101,8;21,37;1,1576
03/10/2018;26,9;102,45;20,98;1,1546
04/10/2018;27;102,5;21,18;1,1476
05/10/2018;27;101,65;21,34;1,1513
06/10/2018;27,35;101,95;22,16;1,1523
09/10/2018;26,9;101,85;21,94;1,149
10/10/2018;26,42;100,55;20,79;1,1489
11/10/2018;25,63;99,5;19,46;1,1518
12/10/2018;24,78;99,5;19,87;1,1593
13/10/2018;25,35;98,5;20,37;1,1562
16/10/2018;25,92;98,4;18,58;1,1577
17/10/2018;25,53;97,5;19,29;1,1573
18/10/2018;25,35;97,5;19,27;1,1499
19/10/2018;25,17;99,43;19,74;1,1452
20/10/2018;26,3;99,43;19,71;1,1513
23/10/2018;24,95;101,38;19;1,1463
24/10/2018;24,63;100,75;19,23;1,1469
25/10/2018;25,05;101,25;19,61;1,1391
26/10/2018;24,45;100;19,08;1,1374
27/10/2018;23,88;98,5;18,28;1,1401
30/10/2018;24,52;99;16,68;1,1371
31/10/2018;23,73;98,5;16,02;1,1344
01/11/2018;23,4;98;16,36;1,131
02/11/2018;23,3;95,25;15,62;1,1407
03/11/2018;23,6;95;17,08;1,1385
06/11/2018;23,28;94,13;17,23;1,1406
07/11/2018;23,2;92,55;17,57;1,1426
08/11/2018;24,3;92,55;18,62;1,1424
09/11/2018;24,05;91,45;19,56;1,1362
10/11/2018;23,83;89,75;19,5;1,1334
13/11/2018;25,5;91,3;20,5;1,1217
14/11/2018;26,3;89,5;20,14;1,1289
15/11/2018;26,45;87,6;19,73;1,1308
16/11/2018;26,5;88,2;19;1,1326
17/11/2018;25,7;88;19,11;1,1418
20/11/2018;24,3;83,9;18,93;1,1451
